Id,SalePrice
1461,102145.79168698622
1462,159455.0419180195
1463,169799.5380443064
1464,187875.7602683994
1465,219288.84754153164
1466,162766.7560379068
1467,165680.51599033823
1468,156088.9693862253
1469,208712.28159826962
1470,109980.4751284351
1471,149257.01577462902
1472,92085.01785898933
1473,86056.329238857
1474,132307.30136647398
1475,91364.92320339978
1476,362781.6922300765
1477,255928.18793815098
1478,326532.14367583254
1479,341680.4816800413
1480,445289.5034445644
1481,306292.9531550532
1482,214576.14470512804
1483,175214.75255361843
1484,160360.90554148523
1485,199488.36438252818
1486,192934.30035088817
1487,343389.1777982543
1488,220846.20741087294
1489,198265.9379185289
1490,237570.44311654093
1491,196882.19103222177
1492,93571.73858218752
1493,216948.8283625725
1494,289345.4752397236
1495,288328.6566511757
1496,231641.64222752608
1497,153835.15249482114
1498,172350.6837793131
1499,163415.44932225195
1500,147373.3983282032
1501,162668.41055196244
1502,143332.53727832588
1503,276964.9907126699
1504,232130.8793893692
1505,215787.48690655848
1506,188374.69020050214
1507,228295.82355152347
1508,200771.4517345873
1509,165221.94875535113
1510,143702.13303689362
1511,145080.8819058522
1512,144883.9653710031
1513,149009.8322748707
1514,147813.1730133413
1515,180969.24942779655
1516,157918.5150688552
1517,166519.39929440766
1518,112817.25531970678
1519,196680.09422774563
1520,122164.26937326055
1521,124567.5271540792
1522,176021.9690872265
1523,98676.317683795
1524,108705.01652817935
1525,113257.24756001311
1526,93309.66813604743
1527,98621.39876645835
1528,116174.18416244604
1529,165081.76241794898
1530,188061.50321183223
1531,133563.74310613106
1532,93200.77012568951
1533,129210.07507661733
1534,122068.67644494073
1535,136757.22252443671
1536,98524.58727754012
1537,60110.81057871881
1538,156833.59853552908
1539,198989.42261961903
1540,121592.51361365578
1541,146209.71462424073
1542,146999.3893869534
1543,174707.3277346602
1544,75566.05614339483
1545,105945.44648796116
1546,157029.82480805236
1547,132100.37877719273
1548,144745.9167217069
1549,115181.20740952416
1550,148018.28635143777
1551,103616.00291168108
1552,152680.06687251403
1553,149566.15458953645
1554,110076.14708400029
1555,160538.92026622378
1556,95795.73489983476
1557,97124.46654763632
1558,106850.28942402036
1559,109085.87165957704
1560,123126.60383843727
1561,95440.38959441343
1562,136624.0254459128
1563,126720.81672236841
1564,130202.59022030013
1565,158597.99903768802
1566,239647.71565836263
1567,82891.20595073338
1568,235440.70949160625
1569,142639.18221606847
1570,135925.25961066937
1571,88705.48272948893
1572,114745.83939977191
1573,241282.48558985456
1574,148484.65467716602
1575,246137.5989573274
1576,223930.28176879656
1577,193719.0114202477
1578,147075.80023589736
1579,136563.0287288549
1580,198281.32850001124
1581,155732.50814189616
1582,135394.9676516514
1583,268969.9309540497
1584,210668.10629206453
1585,126249.97533796157
1586,66468.86569085614
1587,112386.06516606983
1588,161411.9652855526
1589,92642.80069532407
1590,119642.15039618363
1591,92339.03776073153
1592,108852.3661175968
1593,134555.2515183955
1594,120191.17233975133
1595,118745.7404122166
1596,227145.82123992898
1597,202506.2982771517
1598,220845.57779195576
1599,184403.48814270375
1600,177905.05950319118
1601,58075.23635153366
1602,127563.96147980334
1603,104315.5815574472
1604,283062.5975005841
1605,232346.09502709672
1606,152676.47496572594
1607,160458.52127398935
1608,214965.04332130044
1609,186236.81781408546
1610,149976.17239331396
1611,140898.71106764532
1612,190988.6476750498
1613,157158.95958955702
1614,142890.4837825117
1615,88404.02502149719
1616,74043.59576598072
1617,80709.41626870312
1618,131838.89068123873
1619,130670.05035068817
1620,166337.08796293155
1621,131843.78948485377
1622,150296.60031176696
1623,261618.51429276713
1624,199087.51624073723
1625,115924.93569431026
1626,169138.13953494496
1627,181547.34640563178
1628,282964.00282212987
1629,188564.17520476674
1630,331747.01193610777
1631,262174.42708394176
1632,248373.15100469466
1633,184450.2753510418
1634,180471.38327405075
1635,176221.58057060285
1636,160564.73467561384
1637,188321.79278980475
1638,176328.0601935882
1639,175907.73455661352
1640,235965.94347063274
1641,182015.1079367212
1642,258933.36950170356
1643,207624.77295731977
1644,240264.37750638885
1645,182523.28391672406
1646,168952.05828048434
1647,167704.647268232
1648,128885.49763705165
1649,133845.1128691321
1650,105027.25300797919
1651,109905.6935939372
1652,88842.11948564264
1653,88712.5362483889
1654,136732.95903817608
1655,125043.47128297194
1656,138088.24967614817
1657,146292.38242811165
1658,141112.47892177908
1659,109941.12132774512
1660,149452.01450115105
1661,402232.3520741712
1662,367550.07446010376
1663,365527.80605412065
1664,422239.4211555816
1665,329764.81811039336
1666,338629.7433562734
1667,355629.717015764
1668,365975.37170583894
1669,318705.76047388883
1670,352709.8066996826
1671,254134.72278001314
1672,370667.71839929663
1673,289471.9607663017
1674,238357.1205812753
1675,192094.281336511
1676,189391.8804726751
1677,204917.21373050273
1678,443100.0881876522
1679,377860.4865503324
1680,319222.03967146843
1681,277278.7434338395
1682,335596.25711494114
1683,184085.18382610753
1684,172992.4978809137
1685,176521.221689637
1686,163674.77769498044
1687,172941.06186824603
1688,189637.95969498693
1689,188857.0019819204
1690,200293.35998191993
1691,191563.63116923982
1692,274380.68898112734
1693,187247.6099504319
1694,180639.02232935207
1695,173419.46588671606
1696,252779.41548943493
1697,171879.94923445082
1698,327699.66884874145
1699,310532.04005163163
1700,263749.5617293981
1701,282474.6676713992
1702,221868.99641494817
1703,223645.14211640807
1704,248135.64711583304
1705,261521.95998496332
1706,265987.0027197123
1707,234174.75825905692
1708,202740.46723727457
1709,246340.97186887145
1710,227376.8082340502
1711,279297.80986682745
1712,244235.4043254054
1713,262700.09434218076
1714,215818.45289344387
1715,210053.28492667864
1716,177024.447825545
1717,181831.49983448716
1718,144589.6098628664
1719,226644.8296928753
1720,203517.03640499825
1721,160147.88905472105
1722,124549.6541952251
1723,154414.09758978055
1724,203706.93203257487
1725,238986.8930602308
1726,182197.38219301522
1727,133489.4366659828
1728,165557.05375441178
1729,173726.2381252631
1730,127552.21768330177
1731,122405.3467511831
1732,127252.52489361737
1733,101542.34611829385
1734,122709.49878497125
1735,120347.14572796939
1736,100601.80929408668
1737,258950.56186881106
1738,266717.5513852256
1739,225403.66441830693
1740,184925.12840678132
1741,166172.24647836297
1742,159010.12027183425
1743,171120.47195973463
1744,301276.5949359697
1745,232602.49428244043
1746,209248.39950193578
1747,219384.62817741398
1748,191970.04619669568
1749,146805.75336392812
1750,119275.20826454044
1751,232533.46150072073
1752,103967.41151251481
1753,152526.8970224751
1754,192762.78852601364
1755,169591.8886089958
1756,112337.60185817204
1757,116432.30961731248
1758,141936.2915511393
1759,154736.98368038906
1760,158821.84587828553
1761,146071.46733118017
