Id,SalePrice
1461,125472.0
1462,174912.0
1463,193664.0
1464,205216.0
1465,229792.0
1466,183264.0
1467,183968.0
1468,169792.0
1469,223904.0
1470,124640.0
1471,149984.0
1472,104544.0
1473,101984.0
1474,137504.0
1475,100736.0
1476,390176.0
1477,282144.0
1478,359968.0
1479,366336.0
1480,471136.0
1481,327360.0
1482,225376.0
1483,199520.0
1484,171712.0
1485,215936.0
1486,204192.0
1487,363968.0
1488,1.5074589928542e+17
1489,218784.0
1490,261824.0
1491,215360.0
1492,114368.0
1493,228000.0
1494,314944.0
1495,303808.0
1496,250368.0
1497,168096.0
1498,192064.0
1499,169632.0
1500,155008.0
1501,178272.0
1502,147936.0
1503,287456.0
1504,253056.0
1505,234752.0
1506,202080.0
1507,251328.0
1508,225568.0
1509,171840.0
1510,154752.0
1511,165248.0
1512,146112.0
1513,163872.0
1514,171712.0
1515,201760.0
1516,179776.0
1517,174912.0
1518,128832.0
1519,207872.0
1520,135072.0
1521,143744.0
1522,194784.0
1523,112672.0
1524,119648.0
1525,130400.0
1526,112192.0
1527,113408.0
1528,120608.0
1529,179744.0
1530,191584.0
1531,145920.0
1532,93792.0
1533,139136.0
1534,127584.0
1535,145728.0
1536,100800.0
1537,92608.0
1538,158048.0
1539,219456.0
1540,130496.0
1541,168992.0
1542,178496.0
1543,185216.0
1544,78432.0
1545,116960.0
1546,171328.0
1547,158976.0
1548,164128.0
1549,133760.0
1550,160512.0
1551,108896.0
1552,174208.0
1553,160224.0
1554,114432.0
1555,185856.0
1556,-2.712744548086225e+17
1557,127744.0
1558,124928.0
1559,108832.0
1560,139584.0
1561,73760.0
1562,151392.0
1563,139936.0
1564,145088.0
1565,173856.0
1566,258176.0
1567,99232.0
1568,255168.0
1569,163712.0
1570,141312.0
1571,83264.0
1572,125280.0
1573,315840.0
1574,165056.0
1575,254272.0
1576,226208.0
1577,210304.0
1578,167552.0
1579,151776.0
1580,215968.0
1581,179488.0
1582,151808.0
1583,288128.0
1584,228064.0
1585,139072.0
1586,84480.0
1587,134336.0
1588,167264.0
1589,105472.0
1590,127008.0
1591,95872.0
1592,125024.0
1593,156832.0
1594,-8137623978001376.0
1595,141248.0
1596,244768.0
1597,234752.0
1598,246464.0
1599,193344.0
1600,188896.0
1601,70784.0
1602,135776.0
1603,118080.0
1604,298816.0
1605,246048.0
1606,155680.0
1607,167488.0
1608,233024.0
1609,190848.0
1610,153088.0
1611,160352.0
1612,206528.0
1613,174528.0
1614,137664.0
1615,91904.0
1616,78304.0
1617,86176.0
1618,151328.0
1619,143392.0
1620,178080.0
1621,149600.0
1622,161984.0
1623,266560.0
1624,208800.0
1625,142304.0
1626,176832.0
1627,202368.0
1628,305280.0
1629,203680.0
1630,358592.0
1631,293952.0
1632,270272.0
1633,198432.0
1634,192640.0
1635,191584.0
1636,172960.0
1637,225920.0
1638,194016.0
1639,187328.0
1640,250400.0
1641,198400.0
1642,277856.0
1643,230624.0
1644,259552.0
1645,210688.0
1646,179168.0
1647,184992.0
1648,131648.0
1649,144864.0
1650,116480.0
1651,124704.0
1652,99904.0
1653,103040.0
1654,146304.0
1655,132224.0
1656,147616.0
1657,160256.0
1658,149888.0
1659,122976.0
1660,165184.0
1661,446976.0
1662,397120.0
1663,399424.0
1664,1.1408778031514432e+16
1665,356832.0
1666,344544.0
1667,388576.0
1668,380448.0
1669,343296.0
1670,383904.0
1671,278688.0
1672,398848.0
1673,316928.0
1674,261824.0
1675,210208.0
1676,206272.0
1677,221984.0
1678,479456.0
1679,401216.0
1680,341408.0
1681,289760.0
1682,358880.0
1683,191744.0
1684,185600.0
1685,191328.0
1686,175488.0
1687,179360.0
1688,198816.0
1689,199808.0
1690,211456.0
1691,201664.0
1692,306464.0
1693,204160.0
1694,196480.0
1695,184576.0
1696,273952.0
1697,186208.0
1698,344736.0
1699,333408.0
1700,282400.0
1701,303008.0
1702,253568.0
1703,246208.0
1704,266496.0
1705,278496.0
1706,245344.0
1707,263808.0
1708,220448.0
1709,279456.0
1710,251360.0
1711,306912.0
1712,262720.0
1713,281024.0
1714,237152.0
1715,232640.0
1716,192480.0
1717,192384.0
1718,161120.0
1719,242016.0
1720,175520.0
1721,171488.0
1722,138176.0
1723,171552.0
1724,218880.0
1725,265504.0
1726,200256.0
1727,146816.0
1728,173088.0
1729,193248.0
1730,141888.0
1731,128768.0
1732,151200.0
1733,106624.0
1734,141568.0
1735,121024.0
1736,105504.0
1737,288640.0
1738,281888.0
1739,254208.0
1740,201024.0
1741,185184.0
1742,174336.0
1743,182944.0
1744,336896.0
1745,248864.0
1746,233216.0
1747,247040.0
1748,213120.0
1749,158656.0
1750,133664.0
1751,250784.0
1752,111328.0
1753,156896.0
1754,202272.0
1755,183232.0
1756,122464.0
1757,128448.0
1758,157120.0
1759,175360.0
1760,163392.0
1761,159296.0
1762,200416.0
1763,198560.0
1764,127744.0
1765,191488.0
1766,192480.0
1767,208576.0
1768,132320.0
1769,179168.0
1770,162976.0
1771,139072.0
1772,166784.0
1773,129632.0
1774,166976.0
1775,157120.0
1776,156352.0
1777,117856.0
1778,144448.0
1779,141984.0
1780,165952.0
1781,127552.0
1782,66048.0
1783,149120.0
1784,97792.0
1785,131232.0
1786,170208.0
1787,159264.0
1788,48448.0
1789,96192.0
1790,85984.0
1791,202304.0
1792,156544.0
1793,141696.0
1794,167200.0
1795,159296.0
1796,178240.0
1797,124608.0
1798,134240.0
1799,100672.0
1800,130304.0
1801,121792.0
1802,139872.0
1803,160800.0
1804,116608.0
1805,135360.0
1806,125024.0
1807,144288.0
1808,141440.0
1809,139552.0
1810,144640.0
1811,94592.0
1812,117536.0
1813,136192.0
1814,117792.0
1815,58208.0
1816,100928.0
1817,138368.0
1818,163520.0
1819,128608.0
1820,37280.0
1821,122976.0
1822,174496.0
1823,95744.0
1824,127744.0
1825,149024.0
1826,113856.0
1827,116608.0
1828,130176.0
1829,170016.0
1830,155264.0
1831,157440.0
1832,7008.0
1833,144288.0
1834,114848.0
1835,96448.0
1836,121056.0
1837,71296.0
1838,101856.0
1839,134432.0
1840,182432.0
1841,134144.0
1842,83776.0
1843,148320.0
1844,195456.0
1845,170688.0
1846,171200.0
1847,185056.0
1848,50752.0
1849,143520.0
1850,132736.0
1851,141088.0
1852,128064.0
1853,103392.0
1854,168512.0
1855,193376.0
1856,227168.0
1857,190272.0
1858,177440.0
1859,138656.0
1860,174176.0
1861,137824.0
1862,335456.0
1863,319936.0
1864,320000.0
1865,387680.0
1866,371936.0
1867,231296.0
1868,301472.0
1869,216160.0
1870,238784.0
1871,312576.0
1872,194944.0
1873,263936.0
1874,151264.0
1875,219488.0
1876,209472.0
1877,217696.0
1878,217280.0
1879,170560.0
1880,137664.0
1881,257888.0
1882,252352.0
1883,207552.0
1884,211360.0
1885,230464.0
1886,310304.0
1887,225888.0
1888,256224.0
1889,184704.0
1890,78976.0
1891,118016.0
1892,137184.0
1893,134528.0
1894,135808.0
1895,148864.0
1896,139168.0
1897,130272.0
1898,87136.0
1899,177824.0
1900,145088.0
1901,221024.0
1902,192864.0
1903,252864.0
1904,180448.0
1905,202432.0
1906,157568.0
1907,222048.0
1908,96192.0
1909,127648.0
1910,106240.0
1911,237632.0
1912,310944.0
1913,184544.0
1914,35424.0
1915,362976.0
1916,-4.339229517155713e+17
1917,250016.0
1918,137888.0
1919,144096.0
1920,169120.0
